Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
128,"S Makonin, F Popowich, IV Bajić, B Gill, ...","Exploiting HMM sparsity to perform online real-time nonintrusive load monitoring",2015,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7317784/","https://scholar.google.com/scholar?cites=7989840704103177799&as_sdt=2005&sciodt=0,5&hl=en",8,"2020-01-11 17:36:20","","","","",,,,,128,25.60,26,5,5
11,"R Bacurau, A Dante, L Duarte, E Ferreira","Experimental investigation on the load signature parameters for non-intrusive load monitoring",2015,"Przeglad Elektrotechniczny","red.pe.org.pl","http://red.pe.org.pl/articles/2015/8/22.pdf","https://scholar.google.com/scholar?cites=3269204021629595402&as_sdt=2005&sciodt=0,5&hl=en",89,"2020-01-11 17:36:20","PDF","","","",,,,,11,2.20,3,4,5
0,"AH MacArthur","Examination of Faults in Electrical Load Event Classification and Energy Consumption Estimation in a Non-intrusive Load Monitoring System",2001,"","Massachusetts Institute of …","","",506,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,1,19
36,"D Egarter, A Sobe, W Elmenreich","Evolving non-intrusive load monitoring",2013,"European Conference on the …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-37192-9_19","https://scholar.google.com/scholar?cites=371793409397635767&as_sdt=2005&sciodt=0,5&hl=en",23,"2020-01-11 17:36:20","","","","",,,,,36,5.14,12,3,7
10,"JM Alcalá, J Ureña, Á Hernández","Event-based detector for non-intrusive load monitoring based on the Hilbert Transform",2014,"Proceedings of the 2014 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7005320/","https://scholar.google.com/scholar?cites=13527100306222099224&as_sdt=2005&sciodt=0,5&hl=en",108,"2020-01-11 17:36:20","","","","",,,,,10,1.67,3,3,6
2,"K Khalid, A Mohamed, H Shareef, ...","Event-based S-transform approach for nonintrusive load monitoring",2016,"Przegląd …","researchgate.net","https://www.researchgate.net/profile/Maytham_Ahmed/publication/289707676_Event-based_S-transform_approach_for_nonintrusive_load_monitoring/links/56923ac008aec14fa55d5d9e.pdf","https://scholar.google.com/scholar?cites=3153885989665875650&as_sdt=2005&sciodt=0,5&hl=en",66,"2020-01-11 17:36:20","PDF","","","",,,,,2,0.50,1,4,4
1,"AU Rehman, TT Lie, B Vallès, ...","Event-Detection Algorithms for Low Sampling Nonintrusive Load Monitoring Systems Based on Low Complexity Statistical Features",2019,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8686047/","https://scholar.google.com/scholar?cites=18172700253142165267&as_sdt=2005&sciodt=0,5&hl=en",100,"2020-01-11 17:36:20","","","","",,,,,1,1.00,0,4,1
3,"F Laasch, A Dieterlen, D Benyoucef","Event detection using adaptive thresholds for non-intrusive load monitoring",2015,"BW-CAR| SINCOM","core.ac.uk","https://core.ac.uk/download/pdf/75487102.pdf#page=67","https://scholar.google.com/scholar?cites=14687728045113993516&as_sdt=2005&sciodt=0,5&hl=en",190,"2020-01-11 17:36:20","PDF","","","",,,,,3,0.60,1,3,5
14,"HAD Azzini, R Torquato, ...","Event detection methods for nonintrusive load monitoring",2014,"2014 IEEE PES General …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6939797/","https://scholar.google.com/scholar?cites=14360424295660857565&as_sdt=2005&sciodt=0,5&hl=en",37,"2020-01-11 17:36:20","","","","",,,,,14,2.33,5,3,6
125,"KD Anderson, ME Bergés, A Ocneanu, ...","Event detection for non intrusive load monitoring",2012,"IECON 2012-38th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6389367/","https://scholar.google.com/scholar?cites=9541371129570770036&as_sdt=2005&sciodt=0,5&hl=en",4,"2020-01-11 17:36:20","","","","",,,,,125,15.63,31,4,8
0,"S Zhang, Z Zhu, B Yin, X Huang","Event Detection Methods for Nonintrusive Load Monitoring in Smart Metering: Using the Improved CUSUM Algorithm",2018,"… International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8664943/","",96,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,2
0,"AP Medeiros, LN Canha, DP Bertineti, ...","Event Classification in Non-Intrusive Load Monitoring Using Convolutional Neural Network",2019,"2019 IEEE PES …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8895291/","",361,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,1
7,"JP Mosman","Evaluation of non-intrusive load monitoring for shipboard cycling system diagnostics",2006,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/36277","https://scholar.google.com/scholar?cites=12972002177066051631&as_sdt=2005&sciodt=0,5&hl=en",139,"2020-01-11 17:36:20","","","","",,,,,7,0.50,7,1,14
1,"H Rashid, V Stankovic, L Stankovic, ...","Evaluation of non-intrusive load monitoring algorithms for appliance-level anomaly detection",2019,"ICASSP 2019-2019 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8683792/","https://scholar.google.com/scholar?cites=9079796908975578040&as_sdt=2005&sciodt=0,5&hl=en",400,"2020-01-11 17:36:20","","","","",,,,,1,1.00,0,4,1
2,"K Bao, K Ibrahimov, M Wagner, ...","Enhancing neural non-intrusive load monitoring with generative adversarial networks",2018,"Energy …","energyinformatics.springeropen.com","https://energyinformatics.springeropen.com/articles/10.1186/s42162-018-0038-y","https://scholar.google.com/scholar?cites=5492565097412106650&as_sdt=2005&sciodt=0,5&hl=en",255,"2020-01-11 17:36:20","HTML","","","",,,,,2,1.00,1,4,2
172,"ME Berges, E Goldman, HS Matthews, ...","Enhancing electricity audits in residential buildings with nonintrusive load monitoring",2010,"Journal of industrial …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1530-9290.2010.00280.x","https://scholar.google.com/scholar?cites=16805972405974934696&as_sdt=2005&sciodt=0,5&hl=en",3,"2020-01-11 17:36:20","","","","",,,,,172,17.20,43,4,10
6,"L Pereira, M Ribeiro, N Nunes","Engineering and deploying a hardware and software platform to collect and label non-intrusive load monitoring datasets",2017,"2017 Sustainable Internet and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8379791/","https://scholar.google.com/scholar?cites=12599634313218575897&as_sdt=2005&sciodt=0,5&hl=en",239,"2020-01-11 17:36:20","","","","",,,,,6,2.00,2,3,3
0,"P Buono, F Balducci, F Cassano, ...","EnergyAware: a non-intrusive load monitoring system to improve the domestic energy consumption awareness",2019,"Proceedings of the 2nd …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3340436.3342726","",422,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,1
10,"HH Chang, KL Lian, YC Su, ...","Energy spectrum-based wavelet transform for non-intrusive demand monitoring and load identification",2013,"2013 IEEE Industry …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6682478/","https://scholar.google.com/scholar?cites=4345939436961154444&as_sdt=2005&sciodt=0,5&hl=en",111,"2020-01-11 17:36:20","","","","",,,,,10,1.43,3,4,7
0,"WHC Janssen","Energy disaggregation: Non-intrusive load monitoring",2017,"The search for practical methods","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/4b9d/a3d29ad2b6a871a73712db857a7196e76140.pdf","",403,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,1,3
11,"MD Gillman, JS Donnal, J Paris, SB Leeb, ...","Energy accountability using nonintrusive load monitoring",2014,"IEEE Sensors …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6739095/","https://scholar.google.com/scholar?cites=2407263190628003925&as_sdt=2005&sciodt=0,5&hl=en",45,"2020-01-11 17:36:20","","","","",,,,,11,1.83,2,5,6
0,"H Liu","Energy Saving Through Voltage Optimisation & Non-intrusive Load Monitoring in Domestic House",2015,"","core.ac.uk","https://core.ac.uk/download/pdf/42616392.pdf","",445,"2020-01-11 17:36:20","PDF","","","",,,,,0,0.00,0,1,5
1,"NF Asa, MP Abdullah, MY Hassan, ...","Electricity consumption pattern disaggregation using non-intrusive appliance load monitoring method",2016,"Jurnal …","jurnalteknologi.utm.my","https://jurnalteknologi.utm.my/index.php/jurnalteknologi/article/view/8692","https://scholar.google.com/scholar?cites=2810457119018827280&as_sdt=2005&sciodt=0,5&hl=en",254,"2020-01-11 17:36:20","","","","",,,,,1,0.25,0,4,4
76,"KD Lee","Electric load information system based on non-intrusive power monitoring",2003,"","dspace.mit.edu","https://dspace.mit.edu/bitstream/handle/1721.1/29633/53371823-MIT.pdf?sequence=2","https://scholar.google.com/scholar?cites=17985064814874098022&as_sdt=2005&sciodt=0,5&hl=en",145,"2020-01-11 17:36:20","PDF","","","",,,,,76,4.47,76,1,17
8,"YC Fan, X Liu, WC Lee, ...","Efficient time series disaggregation for non-intrusive appliance load monitoring",2012,"2012 9th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6331987/","https://scholar.google.com/scholar?cites=12486165252158293545&as_sdt=2005&sciodt=0,5&hl=en",215,"2020-01-11 17:36:20","","","","",,,,,8,1.00,2,4,8
24,"S Makonin, IV Bajic, F Popowich","Efficient sparse matrix processing for nonintrusive load monitoring (NILM)",2014,"… on Non-Intrusive Load Monitoring","makonin.com","http://makonin.com/doc/NILM_2014.pdf","https://scholar.google.com/scholar?cites=1784123023806919990&as_sdt=2005&sciodt=0,5&hl=en",26,"2020-01-11 17:36:20","PDF","","","",,,,,24,4.00,8,3,6
1,"A Saleh, P Held, D Benyoucef, ...","EMD inspired filtering algorithm for signal analysis in the context of non intrusive load monitoring",2017,"IECON 2017-43rd …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8216613/","https://scholar.google.com/scholar?cites=15906529533600790828&as_sdt=2005&sciodt=0,5&hl=en",275,"2020-01-11 17:36:20","","","","",,,,,1,0.33,0,4,3
0,"ET Mayhorn, GP Sullivan, JM Petersen, MC Baechler","Draft Plan to Develop Non-Intrusive Load Monitoring Test Protocols",2015,"","osti.gov","https://www.osti.gov/biblio/1374651","",374,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,5
0,"BMK Winton","Documentation and Modification of Nonintrusive Transient Classifiers for a Nonintrusive Load Monitoring System",2001,"","Massachusetts Institute of …","","",113,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,1,19
60,"DC Bergman, D Jin, JP Juen, N Tanaka, CA Gunter, ...","Distributed non-intrusive load monitoring",2011,"ISGT …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5759180/","https://scholar.google.com/scholar?cites=7356522226279798818&as_sdt=2005&sciodt=0,5&hl=en",10,"2020-01-11 17:36:20","","","","",,,,,60,6.67,10,6,9
0,"J Hare","Disaggregation of residential home energy via non-intrusive load monitoring for energy savings and targeted demand response",2018,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/117983","",464,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,1,2
5,"T Bier","Disaggregation of Electrical Appliances using Non-Intrusive Load Monitoring",2014,"","tel.archives-ouvertes.fr","https://tel.archives-ouvertes.fr/tel-01314432/","https://scholar.google.com/scholar?cites=5373622541067928075&as_sdt=2005&sciodt=0,5&hl=en",183,"2020-01-11 17:36:20","","","","",,,,,5,0.83,5,1,6
1,"H Lange","Disaggregation by state inference a probabilistic framework for non-intrusive load monitoring",2016,"","aaltodoc.aalto.fi","https://aaltodoc.aalto.fi/handle/123456789/19694","https://scholar.google.com/scholar?cites=10773059124595411605&as_sdt=2005&sciodt=0,5&hl=en",279,"2020-01-11 17:36:20","","","","",,,,,1,0.25,1,1,4
6,"M Gaur, A Majumdar","Disaggregating Transform Learning for Non-Intrusive Load Monitoring",2018,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8444965/","https://scholar.google.com/scholar?cites=12250243444003410686&as_sdt=2005&sciodt=0,5&hl=en",257,"2020-01-11 17:36:20","","","","",,,,,6,3.00,3,2,2
5,"HW Lai, GSK Fung, HY Lam, WK Lee","Disaggregate loads by particle swarm optimization method for non-intrusive load monitoring",2007,"International Conference on Electrical …","","","https://scholar.google.com/scholar?cites=17181068933933820030&as_sdt=2005&sciodt=0,5&hl=en",293,"2020-01-11 17:36:20","CITATION","","","",,,,,5,0.38,1,4,13
7,"K Liszewski, R Łukaszewski, R Kowalik, ...","Different Appliance Identification Methods in Non-Intrusive Appliance Load Monitoring",2014,"… Data Acquisition and …","books.google.com","https://books.google.com/books?hl=en&lr=&id=Gpl7AwAAQBAJ&oi=fnd&pg=PA31&dq=non-intrusive+load+monitoring&ots=1RpNboZzcF&sig=a2GgRCSuna3onFJRFz-pqNoNWBg","https://scholar.google.com/scholar?cites=3337047854620618881&as_sdt=2005&sciodt=0,5&hl=en",137,"2020-01-11 17:36:20","","","","",,,,,7,1.17,2,4,6
55,"T DeNucci, R Cox, SB Leeb, J Paris, ...","Diagnostic indicators for shipboard systems using non-intrusive load monitoring",2005,"IEEE Electric Ship …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1524708/","https://scholar.google.com/scholar?cites=6024471781513825013&as_sdt=2005&sciodt=0,5&hl=en",18,"2020-01-11 17:36:20","","","","",,,,,55,3.67,11,5,15
6,"TD McKay","Diagnostic indicators for shipboard mechanical systems using non-intrusive load monitoring",2006,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/36278","https://scholar.google.com/scholar?cites=3209449373853881922&as_sdt=2005&sciodt=0,5&hl=en",152,"2020-01-11 17:36:20","","","","",,,,,6,0.43,6,1,14
12,"R Cox, JP Mosman, D McKay, ...","Diagnostic indicators for shipboard cycling systems using non-intrusive load monitoring",2006,"Proc. ASNE Day …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/767d/172c45f7093693535fe2918e52e20504ad27.pdf","https://scholar.google.com/scholar?cites=1134951380759372549&as_sdt=2005&sciodt=0,5&hl=en",91,"2020-01-11 17:36:20","PDF","","","",,,,,12,0.86,3,4,14
14,"HN Rafsanjani, CR Ahn, M Alahmad","Development of non-intrusive occupant load monitoring (NIOLM) in commercial buildings: assessing occupants' energy-use behavior at entry and departure events",2015,"Sustainable Human–Building …","ascelibrary.org","https://ascelibrary.org/doi/abs/10.1061/9780784479681.005","https://scholar.google.com/scholar?cites=675325383388723282&as_sdt=2005&sciodt=0,5&hl=en",102,"2020-01-11 17:36:20","","","","",,,,,14,2.80,5,3,5
0,"HT Yang","Development of an Intelligent Non-intrusive Load Monitoring System",2002,"Chung-Yuan Journal, Vol. 30, No. 3, Sept …","researchoutput.ncku.edu.tw","https://researchoutput.ncku.edu.tw/en/publications/development-of-an-intelligent-non-intrusive-load-monitoring-syste","",494,"2020-01-11 17:36:20","CITATION","","","",,,,,0,0.00,0,1,18
14,"TK Nguyen, E Dekneuvel, G Jacquemod, ...","Development of a real-time non-intrusive appliance load monitoring system: An application level model",2017,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0142061516311437","https://scholar.google.com/scholar?cites=6496685622618113344&as_sdt=2005&sciodt=0,5&hl=en",188,"2020-01-11 17:36:20","","","","",,,,,14,4.67,4,4,3
2,"R Jonetzko, M Detzler, KU Gollmer, A Guldner, ...","Development of a Real-time Smart Meter for Non-Intrusive Load Monitoring and Appliance Disaggregation.",2015,"EnviroInfo/ICT4S …","enviroinfo.eu","http://enviroinfo.eu/sites/default/files/pdfs/vol9073/0047.pdf","https://scholar.google.com/scholar?cites=3536660595975871588&as_sdt=2005&sciodt=0,5&hl=en",235,"2020-01-11 17:36:20","PDF","","","",,,,,2,0.40,0,5,5
0,"HS Kim, HC Kim, JW Jwa, MJ Kang","Development of Data Acquisition System for Smart Farm Non-Intrusive Load Monitoring",2019,"Journal of IKEEE","koreascience.or.kr","http://www.koreascience.or.kr/article/JAKO201913747256975.page","",376,"2020-01-11 17:36:20","","","","",,,,,0,0.00,0,4,1
7,"L Pereira","Developing and evaluating a probabilistic event detector for non-intrusive load monitoring",2017,"2017 Sustainable Internet and ICT for Sustainability …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8379796/","https://scholar.google.com/scholar?cites=17146047309735928945&as_sdt=2005&sciodt=0,5&hl=en",182,"2020-01-11 17:36:20","","","","",,,,,7,2.33,7,1,3
13,"L De Baets, C Develder, T Dhaene, ...","Detection of unidentified appliances in non-intrusive load monitoring using siamese neural networks",2019,"International Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0142061517331253","https://scholar.google.com/scholar?cites=11216372786869266240&as_sdt=2005&sciodt=0,5&hl=en",113,"2020-01-11 17:36:20","","","","",,,,,13,13.00,3,4,1
8,"YC Chen, CM Chu, SL Tsao, ...","Detecting users' behaviors based on nonintrusive load monitoring technologies",2013,"2013 10th IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6548841/","https://scholar.google.com/scholar?cites=10897933267384462244&as_sdt=2005&sciodt=0,5&hl=en",49,"2020-01-11 17:36:20","","","","",,,,,8,1.14,2,4,7
2,"D Renaux, R Linhares, F Pottker, ...","Designing a Novel Dataset for Non-intrusive Load Monitoring",2018,"2018 VIII Brazilian …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8691975/","https://scholar.google.com/scholar?cites=10888894523005313025&as_sdt=2005&sciodt=0,5&hl=en",353,"2020-01-11 17:36:20","","","","",,,,,2,1.00,1,4,2
7,"JM Gillis, JA Chung, WG Morsi","Designing New Orthogonal High-Order Wavelets for Nonintrusive Load Monitoring",2017,"IEEE Transactions on Industrial …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8010350/","https://scholar.google.com/scholar?cites=4490450926171925943&as_sdt=2005&sciodt=0,5&hl=en",52,"2020-01-11 17:36:20","","","","",,,,,7,2.33,2,3,3
